,,,,,soft_scc,soft_non
  GA: Schley County (13249),2010-2013,female,0-44,hw,0,0
  GA: Schley County (13249),2010-2013,female,0-44,b,0,0
  GA: Schley County (13249),2010-2013,female,45-64,nhw,0,0
  GA: Schley County (13249),2010-2013,female,45-64,hw,0,0
  GA: Schley County (13249),2010-2013,female,45-64,b,0,0
  GA: Schley County (13249),2010-2013,female,65+,nhw,0,0
  GA: Schley County (13249),2010-2013,female,65+,hw,0,0
  GA: Schley County (13249),2010-2013,female,65+,b,0,0
  GA: Screven County (13251),2000-2004,male,0-44,nhw,0,0
  GA: Screven County (13251),2000-2004,male,0-44,hw,0,0
  GA: Screven County (13251),2000-2004,male,0-44,b,0,0
  GA: Screven County (13251),2000-2004,male,45-64,nhw,0,0
  GA: Screven County (13251),2000-2004,male,45-64,hw,0,0
  GA: Screven County (13251),2000-2004,male,45-64,b,0,0
  GA: Screven County (13251),2000-2004,male,65+,nhw,0,0
  GA: Screven County (13251),2000-2004,male,65+,hw,0,0
  GA: Screven County (13251),2000-2004,male,65+,b,0,0
  GA: Screven County (13251),2000-2004,female,0-44,nhw,0,2
  GA: Screven County (13251),2000-2004,female,0-44,hw,0,0
  GA: Screven County (13251),2000-2004,female,0-44,b,0,0
  GA: Screven County (13251),2000-2004,female,45-64,nhw,0,0
  GA: Screven County (13251),2000-2004,female,45-64,hw,0,0
  GA: Screven County (13251),2000-2004,female,45-64,b,0,1
  GA: Screven County (13251),2000-2004,female,65+,nhw,0,0
  GA: Screven County (13251),2000-2004,female,65+,hw,0,0
  GA: Screven County (13251),2000-2004,female,65+,b,0,1
  GA: Screven County (13251),2005-2009,male,0-44,nhw,0,0
  GA: Screven County (13251),2005-2009,male,0-44,hw,0,0
  GA: Screven County (13251),2005-2009,male,0-44,b,0,0
  GA: Screven County (13251),2005-2009,male,45-64,nhw,0,0
  GA: Screven County (13251),2005-2009,male,45-64,hw,0,0
  GA: Screven County (13251),2005-2009,male,45-64,b,0,0
  GA: Screven County (13251),2005-2009,male,65+,nhw,0,0
  GA: Screven County (13251),2005-2009,male,65+,hw,0,0
  GA: Screven County (13251),2005-2009,male,65+,b,0,0
  GA: Screven County (13251),2005-2009,female,0-44,nhw,0,0
  GA: Screven County (13251),2005-2009,female,0-44,hw,0,0
  GA: Screven County (13251),2005-2009,female,0-44,b,0,0
  GA: Screven County (13251),2005-2009,female,45-64,nhw,0,0
  GA: Screven County (13251),2005-2009,female,45-64,hw,0,0
  GA: Screven County (13251),2005-2009,female,45-64,b,0,0
  GA: Screven County (13251),2005-2009,female,65+,nhw,0,0
  GA: Screven County (13251),2005-2009,female,65+,hw,0,0
  GA: Screven County (13251),2005-2009,female,65+,b,0,0
  GA: Screven County (13251),2010-2013,male,0-44,nhw,0,0
  GA: Screven County (13251),2010-2013,male,0-44,hw,0,0
  GA: Screven County (13251),2010-2013,male,0-44,b,0,0
  GA: Screven County (13251),2010-2013,male,45-64,nhw,0,1
  GA: Screven County (13251),2010-2013,male,45-64,hw,0,0
  GA: Screven County (13251),2010-2013,male,45-64,b,0,0
  GA: Screven County (13251),2010-2013,male,65+,nhw,0,0
  GA: Screven County (13251),2010-2013,male,65+,hw,0,0
  GA: Screven County (13251),2010-2013,male,65+,b,0,0
  GA: Screven County (13251),2010-2013,female,0-44,nhw,0,2
  GA: Screven County (13251),2010-2013,female,0-44,hw,0,0
  GA: Screven County (13251),2010-2013,female,0-44,b,0,0
  GA: Screven County (13251),2010-2013,female,45-64,nhw,0,0
  GA: Screven County (13251),2010-2013,female,45-64,hw,0,0
  GA: Screven County (13251),2010-2013,female,45-64,b,0,0
  GA: Screven County (13251),2010-2013,female,65+,nhw,0,0
  GA: Screven County (13251),2010-2013,female,65+,hw,0,0
  GA: Screven County (13251),2010-2013,female,65+,b,0,0
  GA: Seminole County (13253),2000-2004,male,0-44,nhw,0,0
  GA: Seminole County (13253),2000-2004,male,0-44,hw,0,0
  GA: Seminole County (13253),2000-2004,male,0-44,b,0,0
  GA: Seminole County (13253),2000-2004,male,45-64,nhw,0,0
  GA: Seminole County (13253),2000-2004,male,45-64,hw,0,0
  GA: Seminole County (13253),2000-2004,male,45-64,b,0,0
  GA: Seminole County (13253),2000-2004,male,65+,nhw,0,0
  GA: Seminole County (13253),2000-2004,male,65+,hw,0,0
  GA: Seminole County (13253),2000-2004,male,65+,b,0,0
  GA: Seminole County (13253),2000-2004,female,0-44,nhw,0,1
  GA: Seminole County (13253),2000-2004,female,0-44,hw,0,0
  GA: Seminole County (13253),2000-2004,female,0-44,b,0,0
  GA: Seminole County (13253),2000-2004,female,45-64,nhw,0,0
  GA: Seminole County (13253),2000-2004,female,45-64,hw,0,0
  GA: Seminole County (13253),2000-2004,female,45-64,b,0,0
  GA: Seminole County (13253),2000-2004,female,65+,nhw,0,1
  GA: Seminole County (13253),2000-2004,female,65+,hw,0,0
  GA: Seminole County (13253),2000-2004,female,65+,b,0,0
  GA: Seminole County (13253),2005-2009,male,0-44,nhw,0,0
  GA: Seminole County (13253),2005-2009,male,0-44,hw,0,0
  GA: Seminole County (13253),2005-2009,male,0-44,b,0,0
  GA: Seminole County (13253),2005-2009,male,45-64,nhw,0,0
  GA: Seminole County (13253),2005-2009,male,45-64,hw,0,0
  GA: Seminole County (13253),2005-2009,male,45-64,b,0,0
  GA: Seminole County (13253),2005-2009,male,65+,nhw,0,0
  GA: Seminole County (13253),2005-2009,male,65+,hw,0,0
  GA: Seminole County (13253),2005-2009,male,65+,b,0,0
  GA: Seminole County (13253),2005-2009,female,0-44,nhw,0,0
  GA: Seminole County (13253),2005-2009,female,0-44,hw,0,0
  GA: Seminole County (13253),2005-2009,female,0-44,b,0,1
  GA: Seminole County (13253),2005-2009,female,45-64,nhw,0,0
  GA: Seminole County (13253),2005-2009,female,45-64,hw,0,0
  GA: Seminole County (13253),2005-2009,female,45-64,b,0,0
  GA: Seminole County (13253),2005-2009,female,65+,nhw,0,0
  GA: Seminole County (13253),2005-2009,female,65+,hw,0,0
  GA: Seminole County (13253),2005-2009,female,65+,b,0,0
  GA: Seminole County (13253),2010-2013,male,0-44,nhw,0,0
  GA: Seminole County (13253),2010-2013,male,0-44,hw,0,0
  GA: Seminole County (13253),2010-2013,male,0-44,b,0,0
  GA: Seminole County (13253),2010-2013,male,45-64,nhw,0,0
  GA: Seminole County (13253),2010-2013,male,45-64,hw,0,0
  GA: Seminole County (13253),2010-2013,male,45-64,b,0,0
  GA: Seminole County (13253),2010-2013,male,65+,nhw,0,0
  GA: Seminole County (13253),2010-2013,male,65+,hw,0,0
  GA: Seminole County (13253),2010-2013,male,65+,b,0,0
  GA: Seminole County (13253),2010-2013,female,0-44,nhw,0,0
  GA: Seminole County (13253),2010-2013,female,0-44,hw,0,0
  GA: Seminole County (13253),2010-2013,female,0-44,b,0,0
  GA: Seminole County (13253),2010-2013,female,45-64,nhw,0,0
  GA: Seminole County (13253),2010-2013,female,45-64,hw,0,0
  GA: Seminole County (13253),2010-2013,female,45-64,b,0,0
  GA: Seminole County (13253),2010-2013,female,65+,nhw,0,1
  GA: Seminole County (13253),2010-2013,female,65+,hw,0,0
  GA: Seminole County (13253),2010-2013,female,65+,b,0,0
  GA: Spalding County (13255),2000-2004,male,0-44,nhw,0,0
  GA: Spalding County (13255),2000-2004,male,0-44,hw,0,0
  GA: Spalding County (13255),2000-2004,male,0-44,b,0,0
  GA: Spalding County (13255),2000-2004,male,45-64,nhw,0,2
  GA: Spalding County (13255),2000-2004,male,45-64,hw,0,0
  GA: Spalding County (13255),2000-2004,male,45-64,b,0,0
  GA: Spalding County (13255),2000-2004,male,65+,nhw,0,2
  GA: Spalding County (13255),2000-2004,male,65+,hw,0,0
  GA: Spalding County (13255),2000-2004,male,65+,b,0,0
  GA: Spalding County (13255),2000-2004,female,0-44,nhw,0,0
  GA: Spalding County (13255),2000-2004,female,0-44,hw,0,0
  GA: Spalding County (13255),2000-2004,female,0-44,b,0,0
  GA: Spalding County (13255),2000-2004,female,45-64,nhw,0,0
  GA: Spalding County (13255),2000-2004,female,45-64,hw,0,0
  GA: Spalding County (13255),2000-2004,female,45-64,b,0,0
  GA: Spalding County (13255),2000-2004,female,65+,nhw,0,2
  GA: Spalding County (13255),2000-2004,female,65+,hw,0,0
  GA: Spalding County (13255),2000-2004,female,65+,b,0,0
  GA: Spalding County (13255),2005-2009,male,0-44,nhw,0,1
  GA: Spalding County (13255),2005-2009,male,0-44,hw,0,0
  GA: Spalding County (13255),2005-2009,male,0-44,b,0,0
  GA: Spalding County (13255),2005-2009,male,45-64,nhw,0,0
  GA: Spalding County (13255),2005-2009,male,45-64,hw,0,0
  GA: Spalding County (13255),2005-2009,male,45-64,b,0,0
  GA: Spalding County (13255),2005-2009,male,65+,nhw,0,0
  GA: Spalding County (13255),2005-2009,male,65+,hw,0,0
  GA: Spalding County (13255),2005-2009,male,65+,b,0,0
  GA: Spalding County (13255),2005-2009,female,0-44,nhw,0,0
  GA: Spalding County (13255),2005-2009,female,0-44,hw,0,0
  GA: Spalding County (13255),2005-2009,female,0-44,b,0,1
  GA: Spalding County (13255),2005-2009,female,45-64,nhw,0,1
  GA: Spalding County (13255),2005-2009,female,45-64,hw,0,0
  GA: Spalding County (13255),2005-2009,female,45-64,b,0,1
  GA: Spalding County (13255),2005-2009,female,65+,nhw,0,2
  GA: Spalding County (13255),2005-2009,female,65+,hw,0,0
  GA: Spalding County (13255),2005-2009,female,65+,b,0,0
  GA: Spalding County (13255),2010-2013,male,0-44,nhw,0,0
  GA: Spalding County (13255),2010-2013,male,0-44,hw,0,1
  GA: Spalding County (13255),2010-2013,male,0-44,b,0,2
  GA: Spalding County (13255),2010-2013,male,45-64,nhw,0,0
  GA: Spalding County (13255),2010-2013,male,45-64,hw,0,0
  GA: Spalding County (13255),2010-2013,male,45-64,b,0,2
  GA: Spalding County (13255),2010-2013,male,65+,nhw,0,2
  GA: Spalding County (13255),2010-2013,male,65+,hw,0,0
  GA: Spalding County (13255),2010-2013,male,65+,b,0,0
  GA: Spalding County (13255),2010-2013,female,0-44,nhw,0,0
  GA: Spalding County (13255),2010-2013,female,0-44,hw,0,0
  GA: Spalding County (13255),2010-2013,female,0-44,b,0,0
  GA: Spalding County (13255),2010-2013,female,45-64,nhw,0,1
  GA: Spalding County (13255),2010-2013,female,45-64,hw,0,0
  GA: Spalding County (13255),2010-2013,female,45-64,b,0,0
  GA: Spalding County (13255),2010-2013,female,65+,nhw,0,1
  GA: Spalding County (13255),2010-2013,female,65+,hw,0,0
  GA: Spalding County (13255),2010-2013,female,65+,b,0,0
  GA: Stephens County (13257),2000-2004,male,0-44,nhw,0,0
  GA: Stephens County (13257),2000-2004,male,0-44,hw,0,0
  GA: Stephens County (13257),2000-2004,male,0-44,b,0,0
  GA: Stephens County (13257),2000-2004,male,45-64,nhw,0,0
  GA: Stephens County (13257),2000-2004,male,45-64,hw,0,0
  GA: Stephens County (13257),2000-2004,male,45-64,b,0,1
  GA: Stephens County (13257),2000-2004,male,65+,nhw,0,1
  GA: Stephens County (13257),2000-2004,male,65+,hw,0,0
  GA: Stephens County (13257),2000-2004,male,65+,b,0,0
  GA: Stephens County (13257),2000-2004,female,0-44,nhw,0,1
  GA: Stephens County (13257),2000-2004,female,0-44,hw,0,0
  GA: Stephens County (13257),2000-2004,female,0-44,b,0,0
  GA: Stephens County (13257),2000-2004,female,45-64,nhw,0,0
  GA: Stephens County (13257),2000-2004,female,45-64,hw,0,0
  GA: Stephens County (13257),2000-2004,female,45-64,b,0,0
  GA: Stephens County (13257),2000-2004,female,65+,nhw,0,1
  GA: Stephens County (13257),2000-2004,female,65+,hw,0,0
  GA: Stephens County (13257),2000-2004,female,65+,b,0,0
  GA: Stephens County (13257),2005-2009,male,0-44,nhw,0,2
  GA: Stephens County (13257),2005-2009,male,0-44,hw,0,0
  GA: Stephens County (13257),2005-2009,male,0-44,b,0,0
  GA: Stephens County (13257),2005-2009,male,45-64,nhw,0,2
  GA: Stephens County (13257),2005-2009,male,45-64,hw,0,0
  GA: Stephens County (13257),2005-2009,male,45-64,b,0,0
  GA: Stephens County (13257),2005-2009,male,65+,nhw,0,3
  GA: Stephens County (13257),2005-2009,male,65+,hw,0,0
  GA: Stephens County (13257),2005-2009,male,65+,b,0,0
  GA: Stephens County (13257),2005-2009,female,0-44,nhw,0,0
  GA: Stephens County (13257),2005-2009,female,0-44,hw,0,0
  GA: Stephens County (13257),2005-2009,female,0-44,b,0,0
  GA: Stephens County (13257),2005-2009,female,45-64,nhw,0,0
  GA: Stephens County (13257),2005-2009,female,45-64,hw,0,0
  GA: Stephens County (13257),2005-2009,female,45-64,b,0,0
  GA: Stephens County (13257),2005-2009,female,65+,nhw,0,0
  GA: Stephens County (13257),2005-2009,female,65+,hw,0,0
  GA: Stephens County (13257),2005-2009,female,65+,b,0,0
  GA: Stephens County (13257),2010-2013,male,0-44,nhw,0,0
  GA: Stephens County (13257),2010-2013,male,0-44,hw,0,0
  GA: Stephens County (13257),2010-2013,male,0-44,b,0,0
  GA: Stephens County (13257),2010-2013,male,45-64,nhw,0,0
  GA: Stephens County (13257),2010-2013,male,45-64,hw,0,0
  GA: Stephens County (13257),2010-2013,male,45-64,b,0,0
  GA: Stephens County (13257),2010-2013,male,65+,nhw,0,0
  GA: Stephens County (13257),2010-2013,male,65+,hw,0,0
  GA: Stephens County (13257),2010-2013,male,65+,b,0,0
  GA: Stephens County (13257),2010-2013,female,0-44,nhw,0,0
  GA: Stephens County (13257),2010-2013,female,0-44,hw,0,0
  GA: Stephens County (13257),2010-2013,female,0-44,b,0,0
  GA: Stephens County (13257),2010-2013,female,45-64,nhw,0,0
  GA: Stephens County (13257),2010-2013,female,45-64,hw,0,0
  GA: Stephens County (13257),2010-2013,female,45-64,b,0,1
  GA: Stephens County (13257),2010-2013,female,65+,nhw,0,1
  GA: Stephens County (13257),2010-2013,female,65+,hw,0,0
  GA: Stephens County (13257),2010-2013,female,65+,b,0,0
  GA: Stewart County (13259),2000-2004,male,0-44,nhw,0,0
  GA: Stewart County (13259),2000-2004,male,0-44,hw,0,0
  GA: Stewart County (13259),2000-2004,male,0-44,b,0,0
  GA: Stewart County (13259),2000-2004,male,45-64,nhw,0,0
  GA: Stewart County (13259),2000-2004,male,45-64,hw,0,0
  GA: Stewart County (13259),2000-2004,male,45-64,b,0,0
  GA: Stewart County (13259),2000-2004,male,65+,nhw,0,0
  GA: Stewart County (13259),2000-2004,male,65+,hw,0,0
  GA: Stewart County (13259),2000-2004,male,65+,b,0,0
  GA: Stewart County (13259),2000-2004,female,0-44,nhw,0,0
  GA: Stewart County (13259),2000-2004,female,0-44,hw,0,0
  GA: Stewart County (13259),2000-2004,female,0-44,b,0,0
  GA: Stewart County (13259),2000-2004,female,45-64,nhw,0,0
  GA: Stewart County (13259),2000-2004,female,45-64,hw,0,0
  GA: Stewart County (13259),2000-2004,female,45-64,b,0,0
  GA: Stewart County (13259),2000-2004,female,65+,nhw,0,0
  GA: Stewart County (13259),2000-2004,female,65+,hw,0,0
  GA: Stewart County (13259),2000-2004,female,65+,b,0,0
  GA: Stewart County (13259),2005-2009,male,0-44,nhw,0,0
  GA: Stewart County (13259),2005-2009,male,0-44,hw,0,0
  GA: Stewart County (13259),2005-2009,male,0-44,b,0,0
  GA: Stewart County (13259),2005-2009,male,45-64,nhw,0,0
  GA: Stewart County (13259),2005-2009,male,45-64,hw,0,0
  GA: Stewart County (13259),2005-2009,male,45-64,b,0,0
  GA: Stewart County (13259),2005-2009,male,65+,nhw,0,0
  GA: Stewart County (13259),2005-2009,male,65+,hw,0,0
  GA: Stewart County (13259),2005-2009,male,65+,b,0,1
  GA: Stewart County (13259),2005-2009,female,0-44,nhw,0,0
  GA: Stewart County (13259),2005-2009,female,0-44,hw,0,0
  GA: Stewart County (13259),2005-2009,female,0-44,b,0,1
  GA: Stewart County (13259),2005-2009,female,45-64,nhw,0,0
  GA: Stewart County (13259),2005-2009,female,45-64,hw,0,0
  GA: Stewart County (13259),2005-2009,female,45-64,b,0,0
  GA: Stewart County (13259),2005-2009,female,65+,nhw,0,0
  GA: Stewart County (13259),2005-2009,female,65+,hw,0,0
  GA: Stewart County (13259),2005-2009,female,65+,b,0,0
  GA: Stewart County (13259),2010-2013,male,0-44,nhw,0,0
  GA: Stewart County (13259),2010-2013,male,0-44,hw,0,0
  GA: Stewart County (13259),2010-2013,male,0-44,b,0,0
  GA: Stewart County (13259),2010-2013,male,45-64,nhw,0,0
  GA: Stewart County (13259),2010-2013,male,45-64,hw,0,0
  GA: Stewart County (13259),2010-2013,male,45-64,b,0,0
  GA: Stewart County (13259),2010-2013,male,65+,nhw,0,0
  GA: Stewart County (13259),2010-2013,male,65+,hw,0,0
  GA: Stewart County (13259),2010-2013,male,65+,b,0,0
  GA: Stewart County (13259),2010-2013,female,0-44,nhw,0,0
  GA: Stewart County (13259),2010-2013,female,0-44,hw,0,0
  GA: Stewart County (13259),2010-2013,female,0-44,b,0,0
  GA: Stewart County (13259),2010-2013,female,45-64,nhw,0,1
  GA: Stewart County (13259),2010-2013,female,45-64,hw,0,0
  GA: Stewart County (13259),2010-2013,female,45-64,b,0,0
  GA: Stewart County (13259),2010-2013,female,65+,nhw,0,0
  GA: Stewart County (13259),2010-2013,female,65+,hw,0,0
  GA: Stewart County (13259),2010-2013,female,65+,b,0,0
  GA: Sumter County (13261),2000-2004,male,0-44,nhw,0,1
  GA: Sumter County (13261),2000-2004,male,0-44,hw,0,0
  GA: Sumter County (13261),2000-2004,male,0-44,b,0,1
  GA: Sumter County (13261),2000-2004,male,45-64,nhw,0,1
  GA: Sumter County (13261),2000-2004,male,45-64,hw,0,0
  GA: Sumter County (13261),2000-2004,male,45-64,b,0,0
  GA: Sumter County (13261),2000-2004,male,65+,nhw,0,0
  GA: Sumter County (13261),2000-2004,male,65+,hw,0,0
  GA: Sumter County (13261),2000-2004,male,65+,b,0,0
  GA: Sumter County (13261),2000-2004,female,0-44,nhw,0,0
  GA: Sumter County (13261),2000-2004,female,0-44,hw,0,0
  GA: Sumter County (13261),2000-2004,female,0-44,b,0,0
  GA: Sumter County (13261),2000-2004,female,45-64,nhw,0,2
  GA: Sumter County (13261),2000-2004,female,45-64,hw,0,0
  GA: Sumter County (13261),2000-2004,female,45-64,b,0,0
  GA: Sumter County (13261),2000-2004,female,65+,nhw,0,0
  GA: Sumter County (13261),2000-2004,female,65+,hw,0,0
  GA: Sumter County (13261),2000-2004,female,65+,b,0,0
  GA: Sumter County (13261),2005-2009,male,0-44,nhw,0,0
  GA: Sumter County (13261),2005-2009,male,0-44,hw,0,0
  GA: Sumter County (13261),2005-2009,male,0-44,b,0,2
  GA: Sumter County (13261),2005-2009,male,45-64,nhw,0,0
  GA: Sumter County (13261),2005-2009,male,45-64,hw,0,0
  GA: Sumter County (13261),2005-2009,male,45-64,b,0,1
  GA: Sumter County (13261),2005-2009,male,65+,nhw,0,1
  GA: Sumter County (13261),2005-2009,male,65+,hw,0,0
  GA: Sumter County (13261),2005-2009,male,65+,b,0,0
  GA: Sumter County (13261),2005-2009,female,0-44,nhw,0,0
  GA: Sumter County (13261),2005-2009,female,0-44,hw,0,0
  GA: Sumter County (13261),2005-2009,female,0-44,b,0,1
  GA: Sumter County (13261),2005-2009,female,45-64,nhw,0,0
  GA: Sumter County (13261),2005-2009,female,45-64,hw,0,0
  GA: Sumter County (13261),2005-2009,female,45-64,b,0,1
  GA: Sumter County (13261),2005-2009,female,65+,nhw,0,1
  GA: Sumter County (13261),2005-2009,female,65+,hw,0,0
  GA: Sumter County (13261),2005-2009,female,65+,b,0,1
  GA: Sumter County (13261),2010-2013,male,0-44,nhw,0,0
  GA: Sumter County (13261),2010-2013,male,0-44,hw,0,0
  GA: Sumter County (13261),2010-2013,male,0-44,b,0,1
  GA: Sumter County (13261),2010-2013,male,45-64,nhw,0,1
  GA: Sumter County (13261),2010-2013,male,45-64,hw,0,0
  GA: Sumter County (13261),2010-2013,male,45-64,b,0,0
  GA: Sumter County (13261),2010-2013,male,65+,nhw,0,1
  GA: Sumter County (13261),2010-2013,male,65+,hw,0,0
  GA: Sumter County (13261),2010-2013,male,65+,b,0,0
  GA: Sumter County (13261),2010-2013,female,0-44,nhw,0,0
  GA: Sumter County (13261),2010-2013,female,0-44,hw,0,0
  GA: Sumter County (13261),2010-2013,female,0-44,b,0,0
  GA: Sumter County (13261),2010-2013,female,45-64,nhw,0,0
  GA: Sumter County (13261),2010-2013,female,45-64,hw,0,0
  GA: Sumter County (13261),2010-2013,female,45-64,b,0,1
  GA: Sumter County (13261),2010-2013,female,65+,nhw,0,0
  GA: Sumter County (13261),2010-2013,female,65+,hw,0,0
  GA: Sumter County (13261),2010-2013,female,65+,b,0,0
  GA: Talbot County (13263),2000-2004,male,0-44,nhw,0,0
  GA: Talbot County (13263),2000-2004,male,0-44,hw,0,0
  GA: Talbot County (13263),2000-2004,male,0-44,b,0,0
  GA: Talbot County (13263),2000-2004,male,45-64,nhw,0,0
  GA: Talbot County (13263),2000-2004,male,45-64,hw,0,0
  GA: Talbot County (13263),2000-2004,male,45-64,b,0,0
  GA: Talbot County (13263),2000-2004,male,65+,nhw,0,0
  GA: Talbot County (13263),2000-2004,male,65+,hw,0,0
  GA: Talbot County (13263),2000-2004,male,65+,b,0,0
  GA: Talbot County (13263),2000-2004,female,0-44,nhw,0,0
  GA: Talbot County (13263),2000-2004,female,0-44,hw,0,0
  GA: Talbot County (13263),2000-2004,female,0-44,b,0,0
  GA: Talbot County (13263),2000-2004,female,45-64,nhw,0,0
  GA: Talbot County (13263),2000-2004,female,45-64,hw,0,0
  GA: Talbot County (13263),2000-2004,female,45-64,b,0,0
  GA: Talbot County (13263),2000-2004,female,65+,nhw,0,0
  GA: Talbot County (13263),2000-2004,female,65+,hw,0,0
  GA: Talbot County (13263),2000-2004,female,65+,b,0,0
  GA: Talbot County (13263),2005-2009,male,0-44,nhw,0,0
