,,,,,eye_scc,eye_non
  CA: Santa Cruz County (06087),2000-2004,male,0-44,nhw,0,1
  CA: Santa Cruz County (06087),2000-2004,male,0-44,hw,0,1
  CA: Santa Cruz County (06087),2000-2004,male,0-44,b,0,0
  CA: Santa Cruz County (06087),2000-2004,male,45-64,nhw,2,2
  CA: Santa Cruz County (06087),2000-2004,male,45-64,hw,0,0
  CA: Santa Cruz County (06087),2000-2004,male,45-64,b,0,0
  CA: Santa Cruz County (06087),2000-2004,male,65+,nhw,0,0
  CA: Santa Cruz County (06087),2000-2004,male,65+,hw,0,0
  CA: Santa Cruz County (06087),2000-2004,male,65+,b,0,0
  CA: Santa Cruz County (06087),2000-2004,female,0-44,nhw,0,1
  CA: Santa Cruz County (06087),2000-2004,female,0-44,hw,0,1
  CA: Santa Cruz County (06087),2000-2004,female,0-44,b,0,0
  CA: Santa Cruz County (06087),2000-2004,female,45-64,nhw,0,1
  CA: Santa Cruz County (06087),2000-2004,female,45-64,hw,0,0
  CA: Santa Cruz County (06087),2000-2004,female,45-64,b,0,0
  CA: Santa Cruz County (06087),2000-2004,female,65+,nhw,0,2
  CA: Santa Cruz County (06087),2000-2004,female,65+,hw,0,2
  CA: Santa Cruz County (06087),2000-2004,female,65+,b,0,0
  CA: Santa Cruz County (06087),2005-2009,male,0-44,nhw,0,3
  CA: Santa Cruz County (06087),2005-2009,male,0-44,hw,0,1
  CA: Santa Cruz County (06087),2005-2009,male,0-44,b,0,0
  CA: Santa Cruz County (06087),2005-2009,male,45-64,nhw,0,3
  CA: Santa Cruz County (06087),2005-2009,male,45-64,hw,0,0
  CA: Santa Cruz County (06087),2005-2009,male,45-64,b,0,0
  CA: Santa Cruz County (06087),2005-2009,male,65+,nhw,1,1
  CA: Santa Cruz County (06087),2005-2009,male,65+,hw,1,0
  CA: Santa Cruz County (06087),2005-2009,male,65+,b,0,0
  CA: Santa Cruz County (06087),2005-2009,female,0-44,nhw,0,2
  CA: Santa Cruz County (06087),2005-2009,female,0-44,hw,0,0
  CA: Santa Cruz County (06087),2005-2009,female,0-44,b,0,0
  CA: Santa Cruz County (06087),2005-2009,female,45-64,nhw,2,1
  CA: Santa Cruz County (06087),2005-2009,female,45-64,hw,0,0
  CA: Santa Cruz County (06087),2005-2009,female,45-64,b,0,0
  CA: Santa Cruz County (06087),2005-2009,female,65+,nhw,0,3
  CA: Santa Cruz County (06087),2005-2009,female,65+,hw,0,1
  CA: Santa Cruz County (06087),2005-2009,female,65+,b,0,0
  CA: Santa Cruz County (06087),2010-2013,male,0-44,nhw,0,0
  CA: Santa Cruz County (06087),2010-2013,male,0-44,hw,0,0
  CA: Santa Cruz County (06087),2010-2013,male,0-44,b,0,0
  CA: Santa Cruz County (06087),2010-2013,male,45-64,nhw,0,2
  CA: Santa Cruz County (06087),2010-2013,male,45-64,hw,0,0
  CA: Santa Cruz County (06087),2010-2013,male,45-64,b,0,0
  CA: Santa Cruz County (06087),2010-2013,male,65+,nhw,1,1
  CA: Santa Cruz County (06087),2010-2013,male,65+,hw,0,1
  CA: Santa Cruz County (06087),2010-2013,male,65+,b,0,0
  CA: Santa Cruz County (06087),2010-2013,female,0-44,nhw,0,0
  CA: Santa Cruz County (06087),2010-2013,female,0-44,hw,0,1
  CA: Santa Cruz County (06087),2010-2013,female,0-44,b,0,0
  CA: Santa Cruz County (06087),2010-2013,female,45-64,nhw,0,3
  CA: Santa Cruz County (06087),2010-2013,female,45-64,hw,1,0
  CA: Santa Cruz County (06087),2010-2013,female,45-64,b,0,0
  CA: Santa Cruz County (06087),2010-2013,female,65+,nhw,0,1
  CA: Santa Cruz County (06087),2010-2013,female,65+,hw,1,0
  CA: Santa Cruz County (06087),2010-2013,female,65+,b,0,0
CA: Los Angeles Registry (06037),2000-2004,male,0-44,nhw,4,21
CA: Los Angeles Registry (06037),2000-2004,male,0-44,hw,2,33
CA: Los Angeles Registry (06037),2000-2004,male,0-44,b,0,6
CA: Los Angeles Registry (06037),2000-2004,male,45-64,nhw,9,30
CA: Los Angeles Registry (06037),2000-2004,male,45-64,hw,6,2
CA: Los Angeles Registry (06037),2000-2004,male,45-64,b,0,2
CA: Los Angeles Registry (06037),2000-2004,male,65+,nhw,16,37
CA: Los Angeles Registry (06037),2000-2004,male,65+,hw,3,4
CA: Los Angeles Registry (06037),2000-2004,male,65+,b,1,1
CA: Los Angeles Registry (06037),2000-2004,female,0-44,nhw,2,21
CA: Los Angeles Registry (06037),2000-2004,female,0-44,hw,0,23
CA: Los Angeles Registry (06037),2000-2004,female,0-44,b,0,3
CA: Los Angeles Registry (06037),2000-2004,female,45-64,nhw,3,31
CA: Los Angeles Registry (06037),2000-2004,female,45-64,hw,0,0
CA: Los Angeles Registry (06037),2000-2004,female,45-64,b,0,0
CA: Los Angeles Registry (06037),2000-2004,female,65+,nhw,2,40
CA: Los Angeles Registry (06037),2000-2004,female,65+,hw,1,8
CA: Los Angeles Registry (06037),2000-2004,female,65+,b,0,1
CA: Los Angeles Registry (06037),2005-2009,male,0-44,nhw,2,15
CA: Los Angeles Registry (06037),2005-2009,male,0-44,hw,3,23
CA: Los Angeles Registry (06037),2005-2009,male,0-44,b,0,3
CA: Los Angeles Registry (06037),2005-2009,male,45-64,nhw,3,27
CA: Los Angeles Registry (06037),2005-2009,male,45-64,hw,1,3
CA: Los Angeles Registry (06037),2005-2009,male,45-64,b,0,0
CA: Los Angeles Registry (06037),2005-2009,male,65+,nhw,9,35
CA: Los Angeles Registry (06037),2005-2009,male,65+,hw,5,4
CA: Los Angeles Registry (06037),2005-2009,male,65+,b,1,0
CA: Los Angeles Registry (06037),2005-2009,female,0-44,nhw,2,12
CA: Los Angeles Registry (06037),2005-2009,female,0-44,hw,2,28
CA: Los Angeles Registry (06037),2005-2009,female,0-44,b,1,1
CA: Los Angeles Registry (06037),2005-2009,female,45-64,nhw,1,33
CA: Los Angeles Registry (06037),2005-2009,female,45-64,hw,1,6
CA: Los Angeles Registry (06037),2005-2009,female,45-64,b,0,0
CA: Los Angeles Registry (06037),2005-2009,female,65+,nhw,5,39
CA: Los Angeles Registry (06037),2005-2009,female,65+,hw,4,7
CA: Los Angeles Registry (06037),2005-2009,female,65+,b,0,0
CA: Los Angeles Registry (06037),2010-2013,male,0-44,nhw,2,12
CA: Los Angeles Registry (06037),2010-2013,male,0-44,hw,2,20
CA: Los Angeles Registry (06037),2010-2013,male,0-44,b,0,4
CA: Los Angeles Registry (06037),2010-2013,male,45-64,nhw,1,26
CA: Los Angeles Registry (06037),2010-2013,male,45-64,hw,8,1
CA: Los Angeles Registry (06037),2010-2013,male,45-64,b,0,0
CA: Los Angeles Registry (06037),2010-2013,male,65+,nhw,12,31
CA: Los Angeles Registry (06037),2010-2013,male,65+,hw,7,5
CA: Los Angeles Registry (06037),2010-2013,male,65+,b,1,0
CA: Los Angeles Registry (06037),2010-2013,female,0-44,nhw,0,8
CA: Los Angeles Registry (06037),2010-2013,female,0-44,hw,2,18
CA: Los Angeles Registry (06037),2010-2013,female,0-44,b,0,3
CA: Los Angeles Registry (06037),2010-2013,female,45-64,nhw,0,33
CA: Los Angeles Registry (06037),2010-2013,female,45-64,hw,3,8
CA: Los Angeles Registry (06037),2010-2013,female,45-64,b,0,2
CA: Los Angeles Registry (06037),2010-2013,female,65+,nhw,3,31
CA: Los Angeles Registry (06037),2010-2013,female,65+,hw,6,8
CA: Los Angeles Registry (06037),2010-2013,female,65+,b,0,1
  CA: Alpine County (06003),2000-2004,male,0-44,nhw,0,0
  CA: Alpine County (06003),2000-2004,male,0-44,hw,0,0
  CA: Alpine County (06003),2000-2004,male,0-44,b,0,0
  CA: Alpine County (06003),2000-2004,male,45-64,nhw,0,0
  CA: Alpine County (06003),2000-2004,male,45-64,hw,0,0
  CA: Alpine County (06003),2000-2004,male,45-64,b,0,0
  CA: Alpine County (06003),2000-2004,male,65+,nhw,0,0
  CA: Alpine County (06003),2000-2004,male,65+,hw,0,0
  CA: Alpine County (06003),2000-2004,male,65+,b,0,0
  CA: Alpine County (06003),2000-2004,female,0-44,nhw,0,0
  CA: Alpine County (06003),2000-2004,female,0-44,hw,0,0
  CA: Alpine County (06003),2000-2004,female,0-44,b,0,0
  CA: Alpine County (06003),2000-2004,female,45-64,nhw,0,0
  CA: Alpine County (06003),2000-2004,female,45-64,hw,0,0
  CA: Alpine County (06003),2000-2004,female,45-64,b,0,0
  CA: Alpine County (06003),2000-2004,female,65+,nhw,0,0
  CA: Alpine County (06003),2000-2004,female,65+,hw,0,0
  CA: Alpine County (06003),2000-2004,female,65+,b,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,nhw,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,hw,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,b,0,0
  CA: Alpine County (06003),2005-2009,male,45-64,nhw,0,0
  CA: Alpine County (06003),2005-2009,male,45-64,hw,0,0
  CA: Alpine County (06003),2005-2009,male,45-64,b,0,0
  CA: Alpine County (06003),2005-2009,male,65+,nhw,0,0
  CA: Alpine County (06003),2005-2009,male,65+,hw,0,0
  CA: Alpine County (06003),2005-2009,male,65+,b,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,nhw,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,hw,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,b,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,nhw,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,hw,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,b,0,0
  CA: Alpine County (06003),2005-2009,female,65+,nhw,0,0
  CA: Alpine County (06003),2005-2009,female,65+,hw,0,0
  CA: Alpine County (06003),2005-2009,female,65+,b,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,nhw,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,hw,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,b,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,nhw,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,hw,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,b,0,0
  CA: Alpine County (06003),2010-2013,male,65+,nhw,0,0
  CA: Alpine County (06003),2010-2013,male,65+,hw,0,0
  CA: Alpine County (06003),2010-2013,male,65+,b,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,nhw,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,hw,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,b,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,nhw,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,hw,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,b,0,0
  CA: Alpine County (06003),2010-2013,female,65+,nhw,0,0
  CA: Alpine County (06003),2010-2013,female,65+,hw,0,0
  CA: Alpine County (06003),2010-2013,female,65+,b,0,0
  CA: Amador County (06005),2000-2004,male,0-44,nhw,0,0
  CA: Amador County (06005),2000-2004,male,0-44,hw,0,0
  CA: Amador County (06005),2000-2004,male,0-44,b,0,0
  CA: Amador County (06005),2000-2004,male,45-64,nhw,0,1
  CA: Amador County (06005),2000-2004,male,45-64,hw,0,0
  CA: Amador County (06005),2000-2004,male,45-64,b,0,0
  CA: Amador County (06005),2000-2004,male,65+,nhw,1,1
  CA: Amador County (06005),2000-2004,male,65+,hw,0,0
  CA: Amador County (06005),2000-2004,male,65+,b,0,0
  CA: Amador County (06005),2000-2004,female,0-44,nhw,0,0
  CA: Amador County (06005),2000-2004,female,0-44,hw,0,0
  CA: Amador County (06005),2000-2004,female,0-44,b,0,0
  CA: Amador County (06005),2000-2004,female,45-64,nhw,0,0
  CA: Amador County (06005),2000-2004,female,45-64,hw,0,0
  CA: Amador County (06005),2000-2004,female,45-64,b,0,0
  CA: Amador County (06005),2000-2004,female,65+,nhw,0,0
  CA: Amador County (06005),2000-2004,female,65+,hw,0,0
  CA: Amador County (06005),2000-2004,female,65+,b,0,0
  CA: Amador County (06005),2005-2009,male,0-44,nhw,0,0
  CA: Amador County (06005),2005-2009,male,0-44,hw,0,0
  CA: Amador County (06005),2005-2009,male,0-44,b,0,0
  CA: Amador County (06005),2005-2009,male,45-64,nhw,0,2
  CA: Amador County (06005),2005-2009,male,45-64,hw,0,0
  CA: Amador County (06005),2005-2009,male,45-64,b,0,0
  CA: Amador County (06005),2005-2009,male,65+,nhw,0,1
  CA: Amador County (06005),2005-2009,male,65+,hw,0,0
  CA: Amador County (06005),2005-2009,male,65+,b,0,0
  CA: Amador County (06005),2005-2009,female,0-44,nhw,0,0
  CA: Amador County (06005),2005-2009,female,0-44,hw,0,0
  CA: Amador County (06005),2005-2009,female,0-44,b,0,0
  CA: Amador County (06005),2005-2009,female,45-64,nhw,0,0
  CA: Amador County (06005),2005-2009,female,45-64,hw,0,0
  CA: Amador County (06005),2005-2009,female,45-64,b,0,0
  CA: Amador County (06005),2005-2009,female,65+,nhw,0,0
  CA: Amador County (06005),2005-2009,female,65+,hw,0,0
  CA: Amador County (06005),2005-2009,female,65+,b,0,0
  CA: Amador County (06005),2010-2013,male,0-44,nhw,0,0
  CA: Amador County (06005),2010-2013,male,0-44,hw,0,0
  CA: Amador County (06005),2010-2013,male,0-44,b,0,0
  CA: Amador County (06005),2010-2013,male,45-64,nhw,0,1
  CA: Amador County (06005),2010-2013,male,45-64,hw,0,0
  CA: Amador County (06005),2010-2013,male,45-64,b,0,0
  CA: Amador County (06005),2010-2013,male,65+,nhw,0,1
  CA: Amador County (06005),2010-2013,male,65+,hw,0,0
  CA: Amador County (06005),2010-2013,male,65+,b,0,0
  CA: Amador County (06005),2010-2013,female,0-44,nhw,0,0
  CA: Amador County (06005),2010-2013,female,0-44,hw,0,0
  CA: Amador County (06005),2010-2013,female,0-44,b,0,0
  CA: Amador County (06005),2010-2013,female,45-64,nhw,0,1
  CA: Amador County (06005),2010-2013,female,45-64,hw,0,0
  CA: Amador County (06005),2010-2013,female,45-64,b,0,0
  CA: Amador County (06005),2010-2013,female,65+,nhw,0,0
  CA: Amador County (06005),2010-2013,female,65+,hw,0,0
  CA: Amador County (06005),2010-2013,female,65+,b,0,0
  CA: Butte County (06007),2000-2004,male,0-44,nhw,0,1
  CA: Butte County (06007),2000-2004,male,0-44,hw,0,0
  CA: Butte County (06007),2000-2004,male,0-44,b,0,0
  CA: Butte County (06007),2000-2004,male,45-64,nhw,0,3
  CA: Butte County (06007),2000-2004,male,45-64,hw,0,0
  CA: Butte County (06007),2000-2004,male,45-64,b,0,0
  CA: Butte County (06007),2000-2004,male,65+,nhw,1,2
  CA: Butte County (06007),2000-2004,male,65+,hw,0,0
  CA: Butte County (06007),2000-2004,male,65+,b,0,1
  CA: Butte County (06007),2000-2004,female,0-44,nhw,0,1
  CA: Butte County (06007),2000-2004,female,0-44,hw,0,0
  CA: Butte County (06007),2000-2004,female,0-44,b,0,0
  CA: Butte County (06007),2000-2004,female,45-64,nhw,0,3
  CA: Butte County (06007),2000-2004,female,45-64,hw,0,0
  CA: Butte County (06007),2000-2004,female,45-64,b,0,0
  CA: Butte County (06007),2000-2004,female,65+,nhw,0,0
  CA: Butte County (06007),2000-2004,female,65+,hw,0,0
  CA: Butte County (06007),2000-2004,female,65+,b,0,0
  CA: Butte County (06007),2005-2009,male,0-44,nhw,0,1
  CA: Butte County (06007),2005-2009,male,0-44,hw,0,0
  CA: Butte County (06007),2005-2009,male,0-44,b,0,0
  CA: Butte County (06007),2005-2009,male,45-64,nhw,0,1
  CA: Butte County (06007),2005-2009,male,45-64,hw,0,0
  CA: Butte County (06007),2005-2009,male,45-64,b,0,0
  CA: Butte County (06007),2005-2009,male,65+,nhw,2,1
  CA: Butte County (06007),2005-2009,male,65+,hw,0,0
  CA: Butte County (06007),2005-2009,male,65+,b,0,0
  CA: Butte County (06007),2005-2009,female,0-44,nhw,0,1
  CA: Butte County (06007),2005-2009,female,0-44,hw,0,0
  CA: Butte County (06007),2005-2009,female,0-44,b,0,0
  CA: Butte County (06007),2005-2009,female,45-64,nhw,0,2
  CA: Butte County (06007),2005-2009,female,45-64,hw,0,1
  CA: Butte County (06007),2005-2009,female,45-64,b,0,0
  CA: Butte County (06007),2005-2009,female,65+,nhw,0,4
  CA: Butte County (06007),2005-2009,female,65+,hw,0,0
  CA: Butte County (06007),2005-2009,female,65+,b,0,0
  CA: Butte County (06007),2010-2013,male,0-44,nhw,0,1
  CA: Butte County (06007),2010-2013,male,0-44,hw,0,0
  CA: Butte County (06007),2010-2013,male,0-44,b,0,0
  CA: Butte County (06007),2010-2013,male,45-64,nhw,0,0
  CA: Butte County (06007),2010-2013,male,45-64,hw,0,0
  CA: Butte County (06007),2010-2013,male,45-64,b,0,0
  CA: Butte County (06007),2010-2013,male,65+,nhw,0,0
  CA: Butte County (06007),2010-2013,male,65+,hw,0,0
  CA: Butte County (06007),2010-2013,male,65+,b,0,0
  CA: Butte County (06007),2010-2013,female,0-44,nhw,0,0
  CA: Butte County (06007),2010-2013,female,0-44,hw,0,0
  CA: Butte County (06007),2010-2013,female,0-44,b,0,0
  CA: Butte County (06007),2010-2013,female,45-64,nhw,0,1
  CA: Butte County (06007),2010-2013,female,45-64,hw,0,0
  CA: Butte County (06007),2010-2013,female,45-64,b,0,0
  CA: Butte County (06007),2010-2013,female,65+,nhw,0,2
  CA: Butte County (06007),2010-2013,female,65+,hw,0,0
  CA: Butte County (06007),2010-2013,female,65+,b,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,nhw,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,hw,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,b,0,0
  CA: Calaveras County (06009),2000-2004,male,45-64,nhw,0,0
  CA: Calaveras County (06009),2000-2004,male,45-64,hw,0,0
  CA: Calaveras County (06009),2000-2004,male,45-64,b,0,0
  CA: Calaveras County (06009),2000-2004,male,65+,nhw,0,1
  CA: Calaveras County (06009),2000-2004,male,65+,hw,0,0
  CA: Calaveras County (06009),2000-2004,male,65+,b,0,0
  CA: Calaveras County (06009),2000-2004,female,0-44,nhw,0,0
  CA: Calaveras County (06009),2000-2004,female,0-44,hw,0,0
  CA: Calaveras County (06009),2000-2004,female,0-44,b,0,0
  CA: Calaveras County (06009),2000-2004,female,45-64,nhw,0,0
  CA: Calaveras County (06009),2000-2004,female,45-64,hw,0,0
  CA: Calaveras County (06009),2000-2004,female,45-64,b,0,0
  CA: Calaveras County (06009),2000-2004,female,65+,nhw,0,0
  CA: Calaveras County (06009),2000-2004,female,65+,hw,0,0
  CA: Calaveras County (06009),2000-2004,female,65+,b,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,nhw,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,hw,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,b,0,0
  CA: Calaveras County (06009),2005-2009,male,45-64,nhw,0,1
  CA: Calaveras County (06009),2005-2009,male,45-64,hw,0,0
  CA: Calaveras County (06009),2005-2009,male,45-64,b,0,0
  CA: Calaveras County (06009),2005-2009,male,65+,nhw,0,1
  CA: Calaveras County (06009),2005-2009,male,65+,hw,0,0
  CA: Calaveras County (06009),2005-2009,male,65+,b,0,0
  CA: Calaveras County (06009),2005-2009,female,0-44,nhw,0,1
  CA: Calaveras County (06009),2005-2009,female,0-44,hw,0,0
  CA: Calaveras County (06009),2005-2009,female,0-44,b,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,nhw,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,hw,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,b,0,0
  CA: Calaveras County (06009),2005-2009,female,65+,nhw,0,1
  CA: Calaveras County (06009),2005-2009,female,65+,hw,0,0
  CA: Calaveras County (06009),2005-2009,female,65+,b,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,nhw,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,hw,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,b,0,0
  CA: Calaveras County (06009),2010-2013,male,45-64,nhw,0,1
  CA: Calaveras County (06009),2010-2013,male,45-64,hw,0,0
  CA: Calaveras County (06009),2010-2013,male,45-64,b,0,0
  CA: Calaveras County (06009),2010-2013,male,65+,nhw,0,1
  CA: Calaveras County (06009),2010-2013,male,65+,hw,0,0
  CA: Calaveras County (06009),2010-2013,male,65+,b,0,0
  CA: Calaveras County (06009),2010-2013,female,0-44,nhw,0,0
  CA: Calaveras County (06009),2010-2013,female,0-44,hw,0,0
  CA: Calaveras County (06009),2010-2013,female,0-44,b,0,0
  CA: Calaveras County (06009),2010-2013,female,45-64,nhw,0,1
  CA: Calaveras County (06009),2010-2013,female,45-64,hw,0,0
  CA: Calaveras County (06009),2010-2013,female,45-64,b,0,0
  CA: Calaveras County (06009),2010-2013,female,65+,nhw,0,0
  CA: Calaveras County (06009),2010-2013,female,65+,hw,0,0
  CA: Calaveras County (06009),2010-2013,female,65+,b,0,0
  CA: Colusa County (06011),2000-2004,male,0-44,nhw,0,0
  CA: Colusa County (06011),2000-2004,male,0-44,hw,0,0
  CA: Colusa County (06011),2000-2004,male,0-44,b,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,nhw,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,hw,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,b,0,0
  CA: Colusa County (06011),2000-2004,male,65+,nhw,0,0
  CA: Colusa County (06011),2000-2004,male,65+,hw,0,0
  CA: Colusa County (06011),2000-2004,male,65+,b,0,0
  CA: Colusa County (06011),2000-2004,female,0-44,nhw,0,0
  CA: Colusa County (06011),2000-2004,female,0-44,hw,0,0
